# Sacha, Dec 11, 2011: I read the associated explanatory notes for the
# text file and it is the column labelled 'pH' that is the most appropriate
# index to plot over time, rather than 'Fld pH'. 'Fld pH' wasn't collected
# until 1987 and is more patchily available, in general. The sampling
# methods obtained for each of the pH measures is different but, according
# to the notes, shouldn't make a big difference for what we want to do with
# the data.
# Sacha: "According to NADP, the annual averages of acidity in U.S. precipitation range from pH 6.0 in Utah to 4.2 in some areas of the Ohio valley. NADP defines "normal" rain as having a pH of 5 to about 6.7, with anything below that being acidic."
# NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN
# Site ID: 156 Date Range: 1978 to 2011 Report Date: 12/12/2011 2:08:43 AM
# Data retrieved from: http://nadp.sws.uiuc.edu/nadpdata/annualReq.asp?site=Custom156
# Direct link to the data: http://nadp.sws.uiuc.edu/nadpdata/seasRep.asp?action=seasRep.asp&site=156&allSites=False&wholestate=False&custom=True&startyr=1978&endyr=2011&DataType=mg%2FL&reportType=csv&Seas=105&useType=4&useDescription=Research+paper&submit=Get+Data&userid=22341
#
SiteID,Summ.Per.,Year,Crit1,Crit2,Crit3,Crit4,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,Cond.,Fld pH,Fld Cond.,Ratio c/a,Svol ml,Ppt cm,% Ppt F Chem.,Valid Samp (L),Valid Samp (F),Days,Dates,Dates2
SD04,Annual,2007,82,100,90,82,0.483,0.036,0.04,0.034,0.616,1.339,0.059,0.796,5.65,9.2,-9,-9,1.66,17259.6,34.42,0,27,0,364,1/3/2007,1/2/2008
SD04,Annual,2008,83,100,91,87,0.53,0.043,0.045,0.053,0.593,1.155,0.069,0.847,5.93,9,-9,-9,1.77,28280.9,52.83,0,31,0,363,1/2/2008,12/30/2008
SD04,Annual,2009,79,100,81,84,0.495,0.04,0.032,0.04,0.428,0.935,0.059,0.599,5.91,7.39,-9,-9,1.9,23224.1,50.08,0,30,0,364,12/30/2008,12/29/2009
SD04,Annual,2010,94,100,99,84,0.335,0.029,0.034,0.045,0.517,0.901,0.062,0.592,5.85,7.22,-9,-9,1.82,33133.4,58.71,0,35,0,365,12/29/2009,12/29/2010
SD08,Annual,1983,19,23,93,83,0.201,0.035,0.035,0.073,0.289,1.19,0.117,1.054,5.02,9.47,-9,-9,0.96,3049.6,5.85,0,7,0,84,10/11/1983,1/3/1984
SD08,Annual,1984,88,100,90,79,0.288,0.051,0.04,0.086,0.408,1.099,0.108,0.982,5.72,7.71,-9,-9,1.16,20504.4,41.72,0,28,0,365,1/3/1984,1/2/1985
SD08,Annual,1985,71,85,88,84,0.284,0.043,0.054,0.061,0.317,1.067,0.114,0.881,5.45,8.02,-9,-9,1.11,13132.4,26.28,0,22,0,363,1/2/1985,12/31/1985
SD08,Annual,1986,73,85,73,84,0.25,0.027,0.036,0.054,0.227,0.973,0.068,0.857,5.23,8.36,-9,-9,1.03,21656.5,56.36,0,27,0,364,12/31/1985,12/30/1986
SD08,Annual,1987,84,100,87,80,0.15,0.022,0.026,0.062,0.427,1.095,0.08,0.844,5.34,7.57,5.13,8.2,1.09,13027,31.65,46,25,11,364,12/30/1986,12/29/1987
SD08,Annual,1988,85,100,78,84,0.173,0.017,0.018,0.057,0.099,0.69,0.051,0.62,5.34,6.15,4.87,6.9,0.9,16072.4,36.07,6,23,3,371,12/29/1987,1/3/1989
SD08,Annual,1989,71,100,45,79,0.209,0.024,0.022,0.062,0.338,1.039,0.088,0.782,5.43,7.65,4.61,15.1,1.07,7325.5,29.35,5,19,2,364,1/3/1989,1/2/1990
SD08,Annual,1990,96,100,99,91,0.175,0.022,0.019,0.064,0.405,1.168,0.105,0.77,5.35,7.52,5.16,8.7,1.08,17834.4,29.12,41,31,13,364,1/2/1990,1/1/1991
SD08,Annual,1991,92,100,97,86,0.222,0.022,0.024,0.048,0.344,0.898,0.095,0.655,5.57,6.51,5.54,6.8,1.21,35619.4,62.69,96,33,26,364,1/1/1991,12/31/1991
SD08,Annual,1992,90,100,99,82,0.133,0.013,0.02,0.04,0.372,0.933,0.058,0.873,5.2,7.87,5,9.9,1.06,21320.5,53.33,97,28,22,364,12/31/1991,12/29/1992
SD08,Annual,1993,92,100,99,82,0.177,0.022,0.03,0.059,0.398,1.023,0.069,0.773,5.52,7.06,5.37,8,1.13,32668.6,58.94,95,35,27,371,12/29/1992,1/4/1994
SD08,Annual,1994,87,100,94,83,0.222,0.024,0.028,0.049,0.427,1.163,0.07,0.812,5.2,8.36,5.21,8.5,1.22,20415.6,38.22,91,35,24,364,1/4/1994,1/3/1995
SD08,Annual,1995,88,100,99,83,0.165,0.017,0.02,0.048,0.303,0.986,0.06,0.584,5.25,6.9,5.14,6.5,1.16,26534.8,47.55,93,35,25,364,1/3/1995,1/2/1996
SD08,Annual,1996,88,100,98,79,0.135,0.015,0.017,0.067,0.315,0.883,0.085,0.602,5.19,7.02,5.01,7.4,1.21,31489.8,59.31,89,33,24,364,1/2/1996,12/31/1996
SD08,Annual,1997,87,100,98,82,0.163,0.017,0.03,0.033,0.379,1.058,0.059,0.622,5.26,7.55,5.14,7.4,1.21,40132.2,71.91,93,30,25,364,12/31/1996,12/30/1997
SD08,Annual,1998,90,100,98,91,0.307,0.047,0.027,0.241,0.339,0.891,0.147,1.316,5.33,9.17,5.19,9.7,1.17,37056.6,60.56,98,28,27,364,12/30/1997,12/29/1998
SD08,Annual,1999,96,100,99,88,0.229,0.022,0.024,0.027,0.489,1.138,0.054,0.693,5.41,7.86,5.3,8.3,1.34,30092.2,50.62,96,37,30,364,12/29/1998,12/28/1999
SD08,Annual,2000,94,100,97,88,0.236,0.022,0.022,0.043,0.606,1.318,0.055,0.766,5.56,8.51,5.4,9.7,1.35,24885.1,43.18,84,32,26,371,12/28/1999,1/2/2001
SD08,Annual,2001,88,100,90,90,0.233,0.023,0.022,0.038,0.55,1.204,0.056,0.753,5.57,8.1,5.5,7.9,1.33,21597.4,38.89,78,29,21,364,1/2/2001,1/1/2002
SD08,Annual,2002,79,100,93,81,0.163,0.014,0.015,0.019,0.439,1.019,0.032,0.602,5.36,7.41,5.16,8.5,1.31,16574.4,31.44,91,21,17,364,1/1/2002,12/31/2002
SD08,Annual,2003,77,100,78,83,0.264,0.029,0.029,0.038,0.73,1.468,0.056,0.959,5.33,10.49,5.17,10.6,1.39,12120.6,28.6,77,24,21,364,12/31/2002,12/30/2003
SD08,Annual,2004,94,100,99,81,0.273,0.024,0.058,0.081,0.608,1.224,0.063,0.721,5.67,8.81,5.46,8.4,1.55,20096.7,37.22,93,31,22,364,12/30/2003,12/28/2004
SD08,Annual,2005,91,100,97,89,0.162,0.018,0.022,0.024,0.555,0.957,0.039,0.637,5.69,7.15,-9,-9,1.48,28211.9,47.49,0,28,0,371,12/28/2004,1/3/2006
SD08,Annual,2006,85,100,92,66,0.275,0.028,0.042,0.03,0.59,1.198,0.054,0.692,5.65,8.1,-9,-9,1.51,14982.7,35.54,0,28,0,364,1/3/2006,1/2/2007
SD08,Annual,2007,87,100,92,84,0.183,0.019,0.033,0.034,0.547,0.86,0.048,0.626,5.7,6.59,-9,-9,1.6,19271.6,36.02,0,24,0,364,1/2/2007,1/1/2008
SD08,Annual,2008,88,100,95,82,0.254,0.023,0.03,0.04,0.544,0.93,0.052,0.615,5.83,6.93,-9,-9,1.66,32054.8,59.99,0,32,0,364,1/1/2008,12/30/2008
SD08,Annual,2009,84,99,89,75,0.252,0.023,0.02,0.023,0.526,0.946,0.05,0.557,5.83,6.6,-9,-9,1.65,19754.4,41.89,0,28,0,364,12/30/2008,12/29/2009
SD08,Annual,2010,87,100,92,87,0.148,0.013,0.019,0.021,0.44,0.635,0.04,0.42,5.76,5.41,-9,-9,1.79,29809.1,53.52,0,30,0,364,12/29/2009,12/28/2010
SD99,Annual,1983,8,10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,0.71,0,0,0,35,11/29/1983,1/3/1984
SD99,Annual,1984,89,100,97,91,0.247,0.046,0.031,0.057,0.468,1.097,0.089,1.145,5.28,9.06,-9,-9,1.15,43988.7,73.84,0,32,0,365,1/3/1984,1/2/1985
SD99,Annual,1985,90,100,98,88,0.297,0.053,0.035,0.056,0.327,0.996,0.094,0.935,5.56,8.41,-9,-9,1.14,29660,49.81,0,37,0,363,1/2/1985,12/31/1985
SD99,Annual,1986,85,100,84,95,0.228,0.035,0.033,0.047,0.398,1.164,0.067,0.975,5.71,8.78,-9,-9,1,34773,63.88,0,35,0,371,12/31/1985,1/6/1987
SD99,Annual,1987,100,100,100,88,0.238,0.046,0.031,0.079,0.586,1.459,0.097,1.308,5.04,12.07,4.84,13.2,1.15,26874.8,46.26,91,34,25,357,1/6/1987,12/29/1987
SD99,Annual,1988,77,100,87,95,0.298,0.044,0.03,0.049,0.589,1.341,0.067,1.18,5.45,9.78,5.28,10.2,1.2,26315.4,47.18,85,24,19,371,12/29/1987,1/3/1989
SD99,Annual,1989,89,100,87,88,0.321,0.057,0.037,0.091,0.799,1.61,0.11,1.191,6.07,10.24,5.6,9.9,1.31,18256.7,35.12,83,30,23,364,1/3/1989,1/2/1990
SD99,Annual,1990,88,100,80,97,0.202,0.038,0.04,0.042,0.534,1.055,0.095,0.718,5.74,7.25,5.41,7.1,1.37,27169.1,51.9,74,30,23,365,1/2/1990,1/2/1991
SD99,Annual,1991,87,99,89,92,0.32,0.055,0.027,0.072,0.659,1.27,0.1,1.152,5.8,9.52,5.71,10.1,1.32,37080.1,64.32,89,30,25,363,1/2/1991,12/31/1991
SD99,Annual,1992,92,100,88,93,0.25,0.036,0.024,0.054,0.739,1.402,0.075,1.081,5.62,9.91,5.49,9.8,1.31,30627.2,54.69,84,34,22,364,12/31/1991,12/29/1992
SD99,Annual,1993,83,100,98,94,0.2,0.029,0.026,0.062,0.606,1.231,0.08,1.006,5.49,9.13,5.36,8.9,1.22,37962,60.23,93,34,27,371,12/29/1992,1/4/1994
SD99,Annual,1994,87,100,96,97,0.287,0.036,0.036,0.06,0.651,1.287,0.076,0.851,5.66,8.98,5.66,8.8,1.45,30661,48.25,94,31,28,364,1/4/1994,1/3/1995
SD99,Annual,1995,88,100,93,98,0.217,0.028,0.029,0.047,0.549,1.253,0.069,0.818,5.59,7.85,5.4,8,1.25,41405,66.59,84,36,31,364,1/3/1995,1/2/1996
SD99,Annual,1996,83,100,95,93,0.312,0.047,0.078,0.072,0.684,1.446,0.099,0.986,5.74,9.77,5.47,10.4,1.38,27647.2,49.27,84,31,23,364,1/2/1996,12/31/1996
SD99,Annual,1997,92,100,96,91,0.195,0.026,0.025,0.041,0.626,1.237,0.069,0.809,5.64,8.07,5.54,7.9,1.32,35703.8,59.29,94,33,27,364,12/31/1996,12/30/1997
SD99,Annual,1998,94,100,98,98,0.24,0.033,0.027,0.029,0.752,1.352,0.053,1.083,5.54,9.68,5.23,9.1,1.33,37555,57.4,69,36,17,364,12/30/1997,12/29/1998
SD99,Annual,1999,78,100,93,103,0.383,0.045,0.037,0.038,0.765,1.416,0.065,1.002,5.71,10.24,5.48,10.6,1.53,26537.1,40.72,82,28,20,364,12/29/1998,12/28/1999
SD99,Annual,2000,92,100,96,93,0.38,0.041,0.052,0.047,0.943,1.615,0.068,0.975,6.19,11.34,5.92,11.5,1.63,25480.1,42.05,94,33,29,371,12/28/1999,1/2/2001
SD99,Annual,2001,84,100,82,93,0.318,0.03,0.031,0.031,0.727,1.396,0.053,0.948,5.78,9.71,5.43,10.6,1.43,31629.7,61.05,81,24,20,364,1/2/2001,1/1/2002
SD99,Annual,2002,85,100,96,92,0.369,0.046,0.036,0.04,0.915,1.778,0.069,0.936,5.75,11.61,5.62,11.1,1.54,19591.8,32.86,94,29,24,364,1/1/2002,12/31/2002
SD99,Annual,2003,88,100,93,94,0.283,0.035,0.03,0.032,0.798,1.258,0.052,0.79,6.05,9.12,5.8,9,1.68,25020.1,42.12,92,28,24,364,12/31/2002,12/30/2003
SD99,Annual,2004,85,100,98,99,0.203,0.025,0.023,0.025,0.764,1.096,0.047,0.761,6.15,8.21,5.57,7.9,1.63,40958.4,62.14,98,29,27,364,12/30/2003,12/28/2004
SD99,Annual,2005,91,100,92,99,0.206,0.029,0.026,0.026,0.758,1.067,0.045,0.831,5.94,8.47,-9,-9,1.61,39699.3,64.05,0,36,0,371,12/28/2004,1/3/2006
SD99,Annual,2006,77,100,80,92,0.3,0.046,0.032,0.025,0.822,1.213,0.045,0.745,5.78,9.4,-9,-9,1.87,19348.9,38.67,0,26,0,364,1/3/2006,1/2/2007
SD99,Annual,2007,84,100,96,98,0.151,0.019,0.02,0.023,0.734,0.846,0.04,0.716,5.95,7.14,-9,-9,1.77,47931.4,74.41,0,27,0,364,1/2/2007,1/1/2008
SD99,Annual,2008,76,100,84,96,0.355,0.043,0.048,0.04,0.827,1.05,0.072,0.847,6.23,9.2,-9,-9,1.93,30608.9,55.68,0,30,0,364,1/1/2008,12/30/2008
SD99,Annual,2009,96,100,98,92,0.411,0.05,0.038,0.041,0.802,1.097,0.069,0.803,6.08,9.4,-9,-9,2,31136.2,50.76,0,36,0,364,12/30/2008,12/29/2009
SD99,Annual,2010,81,100,80,93,0.233,0.029,0.027,0.032,0.687,0.881,0.054,0.565,6.12,7.42,-9,-9,2,40247,78.8,0,26,0,364,12/29/2009,12/28/2010
TN00,Annual,1980,77,81,96,88,0.203,0.031,0.024,0.1,0.144,1.273,0.251,3.041,4.21,28.91,-9,-9,0.96,39742.4,69.32,0,32,0,294,3/11/1980,12/30/1980
TN00,Annual,1981,92,100,91,103,0.18,0.052,0.025,0.112,0.209,1.212,0.261,2.95,4.28,30.03,-9,-9,0.94,61089.7,95.33,0,43,0,364,12/30/1980,12/29/1981
TN00,Annual,1982,93,100,93,96,0.129,0.028,0.022,0.088,0.155,0.961,0.193,2.532,4.33,25.8,-9,-9,0.92,85523.8,145.28,0,47,0,371,12/29/1981,1/4/1983
TN00,Annual,1983,96,100,97,102,0.174,0.032,0.031,0.073,0.153,0.876,0.165,2.065,4.48,19.61,-9,-9,0.93,77490.8,115.2,0,43,0,364,1/4/1983,1/3/1984
TN00,Annual,1984,96,100,99,102,0.17,0.037,0.04,0.127,0.277,1.145,0.262,2.422,4.38,23.81,-9,-9,0.98,87119,127.02,0,44,0,365,1/3/1984,1/2/1985
TN00,Annual,1985,92,100,95,100,0.13,0.031,0.022,0.074,0.153,1.11,0.196,2.714,4.25,28.4,-9,-9,0.96,69462.5,107.66,0,46,0,363,1/2/1985,12/31/1985
TN00,Annual,1986,89,100,88,99,0.119,0.027,0.026,0.122,0.206,1.273,0.256,2.672,4.28,27.48,-9,-9,0.94,59549.3,100.75,0,37,0,364,12/31/1985,12/30/1986
TN00,Annual,1987,90,100,97,100,0.118,0.024,0.024,0.089,0.192,1.275,0.225,2.715,4.26,27.5,4.28,29.8,0.93,59196.8,90.49,97,40,39,364,12/30/1986,12/29/1987
TN00,Annual,1988,89,100,92,99,0.103,0.019,0.014,0.094,0.122,1.023,0.22,2.324,4.34,23.19,4.32,24.7,0.89,69426.2,113.31,84,41,37,371,12/29/1987,1/3/1989
TN00,Annual,1989,94,100,96,100,0.084,0.016,0.018,0.078,0.158,0.899,0.182,2.011,4.4,20.74,4.38,21.3,0.94,111503.5,170.5,96,43,41,364,1/3/1989,1/2/1990
TN00,Annual,1990,96,100,97,100,0.093,0.02,0.018,0.094,0.209,0.995,0.201,2.132,4.38,22.31,4.39,22.2,0.96,110019.2,167.87,96,48,43,364,1/2/1990,1/1/1991
TN00,Annual,1991,100,100,100,101,0.1,0.017,0.022,0.086,0.178,1.013,0.178,2.102,4.38,21.98,4.39,22.1,0.96,105890.2,154.57,98,49,46,364,1/1/1991,12/31/1991
TN00,Annual,1992,98,100,99,100,0.081,0.012,0.016,0.055,0.154,1.108,0.145,1.968,4.36,22.1,4.35,22.9,0.95,74886.3,111.51,94,46,42,364,12/31/1991,12/29/1992
TN00,Annual,1993,92,100,96,100,0.087,0.016,0.016,0.078,0.184,1.081,0.161,2.026,4.37,21.65,4.35,22.6,0.97,75954,129.91,93,43,40,371,12/29/1992,1/4/1994
TN00,Annual,1994,92,100,96,100,0.07,0.012,0.02,0.072,0.174,0.849,0.177,1.848,4.39,20.72,4.41,19.8,1.03,108270.1,165.73,96,44,42,364,1/4/1994,1/3/1995
TN00,Annual,1995,96,100,97,99,0.112,0.02,0.044,0.073,0.24,1.096,0.154,2,4.4,21.6,4.37,22.3,1.02,82534.9,127.23,95,47,44,364,1/3/1995,1/2/1996
TN00,Annual,1996,90,100,88,98,0.088,0.016,0.015,0.092,0.196,1.043,0.219,1.916,4.38,21.99,4.34,22.3,0.99,96447.8,164.51,83,43,40,364,1/2/1996,12/31/1996
TN00,Annual,1997,91,100,95,100,0.09,0.016,0.024,0.079,0.202,1.134,0.205,2.023,4.36,23.09,4.35,23.5,0.97,93224.7,143.89,93,44,42,371,12/31/1996,1/6/1998
TN00,Annual,1998,88,100,98,101,0.114,0.017,0.024,0.074,0.227,1.017,0.2,1.93,4.43,20.81,4.39,20.3,0.98,84345.6,125.83,92,36,35,357,1/6/1998,12/29/1998
TN00,Annual,1999,94,100,99,100,0.11,0.018,0.018,0.082,0.171,1.101,0.214,1.907,4.39,22.31,4.33,23.4,0.97,84865.5,126.48,86,45,41,364,12/29/1998,12/28/1999
TN00,Annual,2000,91,100,95,100,0.102,0.026,0.018,0.059,0.218,1.096,0.185,1.993,4.4,22.27,4.4,21.3,0.97,84152.2,129.97,92,39,35,371,12/28/1999,1/2/2001
TN00,Annual,2001,73,100,79,101,0.068,0.032,0.017,0.068,0.154,0.918,0.324,1.857,4.38,22.79,4.36,22.2,0.95,58762.1,107.92,77,29,28,365,1/2/2001,1/2/2002
TN00,Annual,2002,94,100,98,102,0.081,0.018,0.019,0.058,0.155,0.786,0.151,1.699,4.5,18.68,4.48,18.6,0.94,100601.2,148.82,96,44,41,363,1/2/2002,12/31/2002
TN00,Annual,2003,83,100,86,101,0.12,0.018,0.032,0.071,0.213,0.956,0.17,1.787,4.47,19.36,4.48,19.5,0.99,96254.4,164.86,85,41,40,364,12/31/2002,12/30/2003
TN00,Annual,2004,92,100,98,108,0.09,0.07,0.024,0.077,0.17,0.772,0.245,1.578,4.55,16.9,4.6,16.9,1,119005.2,166.02,94,48,43,364,12/30/2003,12/28/2004
TN00,Annual,2005,83,100,91,97,0.121,0.021,0.026,0.067,0.22,0.915,0.15,1.713,4.53,17.98,-9,-9,0.97,69112.6,115.01,0,40,0,371,12/28/2004,1/3/2006
TN00,Annual,2006,94,100,95,100,0.153,0.023,0.026,0.079,0.239,0.998,0.182,1.786,4.48,18.9,-9,-9,1.03,78163,121.42,0,46,0,364,1/3/2006,1/2/2007
TN00,Annual,2007,81,100,81,101,0.161,0.03,0.051,0.086,0.234,0.948,0.172,1.877,4.5,17.98,-9,-9,1.01,48985.8,88.19,0,34,0,365,1/2/2007,1/2/2008
TN00,Annual,2008,92,100,98,99,0.117,0.02,0.027,0.086,0.166,0.68,0.182,1.437,4.59,14.5,-9,-9,1.02,79548,120.56,0,43,0,363,1/2/2008,12/30/2008
TN00,Annual,2009,96,100,100,101,0.085,0.015,0.019,0.066,0.168,0.611,0.128,1.021,4.74,10.99,-9,-9,1.05,107772.8,160.53,0,46,0,364,12/30/2008,12/29/2009
TN00,Annual,2010,94,100,98,99,0.093,0.016,0.021,0.064,0.175,0.643,0.12,0.822,4.83,9.67,-9,-9,1.09,86896.1,131.33,0,43,0,364,12/29/2009,12/28/2010
TN04,Annual,1999,77,92,90,103,0.133,0.019,0.029,0.075,0.235,1.279,0.143,1.851,4.45,20.59,4.44,20.4,0.96,49455.8,79.13,44,33,11,364,1/26/1999,12/28/1999
TN04,Annual,2000,98,100,100,102,0.146,0.02,0.034,0.087,0.267,1.54,0.18,2.177,4.37,24.5,4.33,26.4,0.94,61770.2,89.66,90,43,33,371,12/28/1999,1/2/2001
TN04,Annual,2001,86,100,86,101,0.107,0.014,0.017,0.049,0.235,1.146,0.119,1.894,4.43,20.95,4.45,19.7,0.97,57676.3,97.59,67,34,20,364,1/2/2001,1/1/2002
TN04,Annual,2002,77,100,75,102,0.091,0.014,0.012,0.063,0.2,0.987,0.149,1.353,4.58,15.84,4.51,18.1,0.95,50550.8,98.35,51,35,26,364,1/1/2002,12/31/2002
TN04,Annual,2003,98,100,99,101,0.073,0.011,0.02,0.038,0.181,0.808,0.088,1.261,4.62,14.07,4.56,15.3,0.98,103348.6,152.39,69,50,34,364,12/31/2002,12/30/2003
TN04,Annual,2004,94,100,93,105,0.074,0.01,0.014,0.048,0.174,0.793,0.098,1.234,4.6,14.31,4.65,16.8,1.01,90820.5,140.01,50,46,24,364,12/30/2003,12/28/2004
TN04,Annual,2005,89,100,89,100,0.116,0.016,0.031,0.074,0.238,0.945,0.139,1.5,4.57,16.61,-9,-9,1.01,62336.3,103.66,0,41,0,371,12/28/2004,1/3/2006
TN04,Annual,2006,96,100,96,99,0.135,0.018,0.023,0.065,0.258,0.939,0.125,1.402,4.62,14.64,-9,-9,1.04,72873.7,112.22,0,44,0,364,1/3/2006,1/2/2007
TN04,Annual,2007,90,100,96,101,0.128,0.02,0.026,0.084,0.311,0.921,0.154,1.656,4.59,15.57,-9,-9,1.04,55483.1,87.83,0,38,0,364,1/2/2007,1/1/2008
TN04,Annual,2008,88,100,91,102,0.1,0.016,0.019,0.072,0.186,0.678,0.136,1.221,4.68,12.4,-9,-9,1.03,67795.8,108.1,0,42,0,364,1/1/2008,12/30/2008
TN04,Annual,2009,90,100,94,96,0.073,0.011,0.022,0.058,0.174,0.558,0.097,0.739,4.93,7.98,-9,-9,1.07,95645.9,155.98,0,43,0,364,12/30/2008,12/29/2009
TN04,Annual,2010,87,100,83,97,0.081,0.013,0.019,0.058,0.162,0.619,0.1,0.713,4.88,8.36,-9,-9,1.09,80155.1,146.4,0,39,0,364,12/29/2009,12/28/2010
TN11,Annual,1980,27,39,68,102,0.149,0.023,0.047,0.156,0.294,1.27,0.19,2.653,4.36,24.5,-9,-9,0.96,17830.6,37.95,0,11,0,140,8/12/1980,12/30/1980
TN11,Annual,1981,83,100,90,102,0.128,0.036,0.023,0.074,0.195,0.957,0.127,2.125,4.43,22.02,-9,-9,0.96,80822.6,142.14,0,39,0,364,12/30/1980,12/29/1981
TN11,Annual,1982,81,98,78,101,0.082,0.019,0.033,0.059,0.155,0.755,0.099,1.445,4.64,14.02,-9,-9,0.9,78517.8,153.31,0,42,0,371,12/29/1981,1/4/1983
TN11,Annual,1983,75,100,67,96,0.161,0.029,0.085,0.067,0.293,0.98,0.116,2.071,4.43,20.94,-9,-9,1.11,62428.8,141.74,0,35,0,364,1/4/1983,1/3/1984
TN11,Annual,1984,78,100,90,96,0.111,0.023,0.035,0.067,0.188,0.914,0.131,1.599,4.53,16.71,-9,-9,0.99,87984.5,147.96,0,38,0,365,1/3/1984,1/2/1985
TN11,Annual,1985,77,100,77,100,0.091,0.027,0.047,0.049,0.152,0.909,0.098,1.815,4.47,18.57,-9,-9,0.96,62578.5,119.53,0,39,0,363,1/2/1985,12/31/1985
TN11,Annual,1986,87,100,87,100,0.086,0.021,0.051,0.069,0.225,1.014,0.123,1.965,4.43,20.01,-9,-9,0.99,60453.7,102.5,0,40,0,364,12/31/1985,12/30/1986
TN11,Annual,1987,35,48,67,93,0.066,0.014,0.03,0.053,0.171,0.802,0.104,1.111,4.68,11.84,4.48,16.4,0.98,20195.3,47.03,47,15,12,364,12/30/1986,12/29/1987
TN11,Annual,1988,79,100,81,93,0.121,0.018,0.034,0.077,0.117,0.963,0.133,1.814,4.48,17.74,4.49,15.2,0.91,62670.1,123.67,58,37,22,371,12/29/1987,1/3/1989
TN11,Annual,1989,65,98,65,98,0.094,0.017,0.03,0.077,0.185,0.895,0.134,1.629,4.52,16.3,4.43,19.7,0.97,72403.2,175.64,44,32,17,364,1/3/1989,1/2/1990
TN11,Annual,1990,92,100,91,96,0.069,0.014,0.031,0.061,0.188,0.825,0.125,1.537,4.54,15.89,4.6,14.7,0.97,96269.6,160.99,45,46,19,363,1/2/1990,12/31/1990
TN11,Annual,1991,90,100,93,93,0.086,0.014,0.039,0.063,0.172,0.875,0.117,1.735,4.47,18.03,4.57,15.4,0.98,90695.2,161.51,67,45,28,365,12/31/1990,12/31/1991
TN11,Annual,1992,88,100,92,93,0.051,0.009,0.019,0.045,0.128,0.926,0.078,1.446,4.52,16.18,4.46,18.5,0.91,85859.5,153.35,85,43,38,364,12/31/1991,12/29/1992
TN11,Annual,1993,89,100,87,89,0.072,0.012,0.016,0.049,0.164,0.981,0.095,1.625,4.48,17.45,4.39,19.9,0.95,82675.5,159.61,84,44,40,371,12/29/1992,1/4/1994
TN11,Annual,1994,92,100,92,90,0.061,0.01,0.026,0.057,0.151,0.749,0.097,1.169,4.61,13.47,4.58,13.7,1.02,107606.2,191.62,92,45,45,364,1/4/1994,1/3/1995
TN11,Annual,1995,87,100,97,91,0.066,0.011,0.021,0.062,0.176,0.815,0.099,1.001,4.66,12.6,4.64,12.9,1.06,87682.6,144.6,94,43,41,364,1/3/1995,1/2/1996
TN11,Annual,1996,83,100,87,90,0.067,0.012,0.016,0.064,0.145,0.817,0.108,1.201,4.58,14.42,4.6,13.5,1.02,104940.5,196.35,87,41,39,364,1/2/1996,12/31/1996
TN11,Annual,1997,94,98,99,90,0.075,0.012,0.026,0.047,0.184,0.951,0.092,1.45,4.53,16.33,4.5,15.5,0.99,105322.6,187.72,93,47,44,364,12/31/1996,12/30/1997
TN11,Annual,1998,87,100,91,90,0.09,0.013,0.02,0.049,0.189,0.956,0.111,1.374,4.55,15.66,4.5,15,1,87004.9,162.75,86,39,34,364,12/30/1997,12/29/1998
TN11,Annual,1999,79,100,94,90,0.084,0.012,0.029,0.037,0.143,0.804,0.08,1.152,4.64,13.46,4.56,15.6,0.98,80780.8,145.16,74,35,25,364,12/29/1998,12/28/1999
TN11,Annual,2000,87,100,95,89,0.081,0.014,0.05,0.055,0.185,0.896,0.108,1.204,4.64,14.1,4.71,13,0.99,84522.1,143.85,73,40,28,371,12/28/1999,1/2/2001
TN11,Annual,2001,92,100,97,88,0.064,0.013,0.038,0.036,0.136,0.76,0.08,1.177,4.61,14.2,4.62,14.4,1,78587.9,139.32,83,38,33,365,1/2/2001,1/2/2002
TN11,Annual,2002,85,100,89,91,0.078,0.017,0.06,0.066,0.207,0.875,0.129,1.354,4.62,15.28,4.79,12,0.99,91909.7,165.04,68,41,32,363,1/2/2002,12/31/2002
TN11,Annual,2003,77,100,82,94,0.078,0.011,0.047,0.035,0.143,0.783,0.081,1.065,4.74,11.73,4.73,11.5,0.91,93054.1,176.77,55,39,26,364,12/31/2002,12/30/2003
TN11,Annual,2004,77,100,88,89,0.057,0.011,0.032,0.027,0.118,0.61,0.056,0.923,4.7,10.93,4.66,12.3,1.05,111798.8,202.6,75,40,35,364,12/30/2003,12/28/2004
TN11,Annual,2005,87,100,90,91,0.08,0.011,0.02,0.035,0.15,0.699,0.072,1.011,4.7,11.67,-9,-9,1.02,84427.2,153.51,0,42,0,371,12/28/2004,1/3/2006
TN11,Annual,2006,88,100,92,93,0.106,0.016,0.031,0.047,0.247,0.814,0.091,1.421,4.62,14.31,-9,-9,1.04,101794.4,175.73,0,43,0,364,1/3/2006,1/2/2007
TN11,Annual,2007,79,100,87,91,0.108,0.018,0.026,0.056,0.211,0.768,0.109,1.302,4.65,13.17,-9,-9,1.04,55779.1,102.79,0,35,0,364,1/2/2007,1/1/2008
TN11,Annual,2008,81,100,79,94,0.123,0.016,0.027,0.051,0.145,0.62,0.09,0.869,4.84,9.07,-9,-9,1.07,72917.2,145.24,0,39,0,364,1/1/2008,12/30/2008
