# Sacha, Dec 11, 2011: I read the associated explanatory notes for the
# text file and it is the column labelled 'pH' that is the most appropriate
# index to plot over time, rather than 'Fld pH'. 'Fld pH' wasn't collected
# until 1987 and is more patchily available, in general. The sampling
# methods obtained for each of the pH measures is different but, according
# to the notes, shouldn't make a big difference for what we want to do with
# the data.
# Sacha: "According to NADP, the annual averages of acidity in U.S. precipitation range from pH 6.0 in Utah to 4.2 in some areas of the Ohio valley. NADP defines "normal" rain as having a pH of 5 to about 6.7, with anything below that being acidic."
# NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN
# Site ID: 156 Date Range: 1978 to 2011 Report Date: 12/12/2011 2:08:43 AM
# Data retrieved from: http://nadp.sws.uiuc.edu/nadpdata/annualReq.asp?site=Custom156
# Direct link to the data: http://nadp.sws.uiuc.edu/nadpdata/seasRep.asp?action=seasRep.asp&site=156&allSites=False&wholestate=False&custom=True&startyr=1978&endyr=2011&DataType=mg%2FL&reportType=csv&Seas=105&useType=4&useDescription=Research+paper&submit=Get+Data&userid=22341
#
SiteID,Summ.Per.,Year,Crit1,Crit2,Crit3,Crit4,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,Cond.,Fld pH,Fld Cond.,Ratio c/a,Svol ml,Ppt cm,% Ppt F Chem.,Valid Samp (L),Valid Samp (F),Days,Dates,Dates2
CA88,Annual,1997,94,100,97,98,0.025,0.119,0.032,0.193,0.459,0.646,0.573,0.273,5.97,6.51,5.96,6.8,1.45,27188.4,42.54,95,18,13,365,12/30/1996,12/30/1997
CA88,Annual,1998,92,100,96,97,0.045,0.044,0.015,0.237,0.436,0.671,0.458,0.36,5.79,6.34,5.82,6.3,1.36,39223.3,62.2,92,28,23,364,12/30/1997,12/29/1998
CA88,Annual,1999,88,100,93,96,0.112,0.112,0.095,0.222,0.536,0.607,0.449,0.361,6.06,8.06,5.92,8.2,1.92,15237.7,25.02,92,16,14,364,12/29/1998,12/28/1999
CA88,Annual,2000,91,100,76,95,0.045,0.027,0.041,0.171,0.424,0.564,0.294,0.342,5.95,5.75,5.8,6.1,1.53,22844.4,46.59,64,18,14,371,12/28/1999,1/2/2001
CA88,Annual,2001,88,100,64,99,0.187,0.193,0.031,0.234,0.599,0.781,0.854,0.41,5.98,10.25,5.87,10.4,1.56,21955.1,51.31,63,14,14,364,1/2/2001,1/1/2002
CA88,Annual,2002,88,100,85,100,0.074,0.098,0.04,0.785,0.483,0.45,1.457,0.463,6.03,10.44,5.93,10.5,1.29,22523.7,39.21,76,10,6,363,1/1/2002,12/30/2002
CA88,Annual,2003,90,100,88,103,0.061,0.051,0.028,0.276,0.611,0.739,0.545,0.443,6.1,8.22,5.91,8.2,1.5,26011.9,42.25,87,20,18,365,12/30/2002,12/30/2003
CA88,Annual,2004,96,100,97,106,0.071,0.131,0.099,0.324,0.675,0.69,0.719,0.47,6.33,9.35,5.93,9,1.67,28029.1,40.41,84,18,16,364,12/30/2003,12/28/2004
CA88,Annual,2005,92,100,95,102,0.041,0.035,0.03,0.24,0.606,0.592,0.428,0.332,6.24,7.12,-9,-9,1.76,43246.7,65.74,0,24,0,371,12/28/2004,1/3/2006
CA88,Annual,2006,90,100,91,109,0.066,0.045,0.056,0.226,0.586,0.54,0.386,0.39,6.22,7.32,-9,-9,1.85,26117.4,38.98,0,19,0,364,1/3/2006,1/2/2007
CA88,Annual,2007,92,100,85,107,0.059,0.117,0.14,0.118,0.653,0.617,0.216,0.344,6.08,7.42,-9,-9,2.51,15318.6,24.8,0,14,0,365,1/2/2007,1/2/2008
CA88,Annual,2008,88,100,55,101,0.069,0.057,0.078,0.125,0.634,0.549,0.339,0.259,6.27,6.79,-9,-9,2.15,13700.8,36.23,0,6,0,363,1/2/2008,12/30/2008
CA88,Annual,2009,98,100,100,107,0.06,0.039,0.037,0.278,0.541,0.511,0.494,0.357,6.13,6.66,-9,-9,1.69,30234.7,42.48,0,17,0,364,12/30/2008,12/29/2009
CA88,Annual,2010,92,100,93,103,0.051,0.055,0.087,0.424,0.515,0.373,0.764,0.304,6.17,7.56,-9,-9,1.68,35892.9,55.83,0,28,0,364,12/29/2009,12/28/2010
CA94,Annual,2006,54,63,60,76,0.178,0.035,0.025,0.22,0.318,1.09,0.377,0.407,5.29,7.68,-9,-9,1.22,2461.4,7.96,0,9,0,364,5/9/2006,1/2/2007
CA94,Annual,2007,94,94,100,85,0.166,0.029,0.023,0.171,0.404,1.036,0.306,0.353,5.61,6.72,-9,-9,1.33,15977.9,27.74,0,17,0,363,1/2/2007,12/31/2007
CA94,Annual,2008,90,100,81,77,0.115,0.025,0.017,0.194,0.219,0.517,0.316,0.297,5.61,5.08,-9,-9,1.33,24218.6,56.22,0,19,0,365,12/31/2007,12/30/2008
CA94,Annual,2009,88,100,97,65,0.099,0.027,0.016,0.204,0.208,0.556,0.333,0.268,5.49,5.11,-9,-9,1.3,16576.7,38.68,0,12,0,364,12/30/2008,12/29/2009
CA94,Annual,2010,88,100,81,83,0.041,0.014,0.008,0.118,0.125,0.332,0.217,0.156,5.47,3.72,-9,-9,1.28,40042.5,87.57,0,19,0,364,12/29/2009,12/28/2010
CA95,Annual,2000,86,88,98,85,0.58,0.066,0.023,0.22,0.824,1.899,0.298,0.738,6.49,12.15,6.58,16.7,1.66,2490.9,4.46,67,5,2,364,2/9/2000,1/2/2001
CA95,Annual,2001,98,100,98,91,0.179,0.019,0.022,0.097,0.694,1.513,0.146,0.531,5.46,9.28,5.32,9.9,1.45,3373.1,5.96,90,10,8,364,1/2/2001,1/1/2002
CA95,Annual,2002,98,100,82,93,2.906,0.191,0.145,1.114,1.095,4.311,0.833,2.273,6.2,33.87,5.51,14.8,1.95,349.9,0.7,47,3,1,364,1/1/2002,12/31/2002
CA95,Annual,2003,88,100,89,92,0.158,0.017,0.015,0.118,0.765,1.221,0.146,0.369,5.94,8.19,6.04,8.1,1.85,4354.6,7.85,46,8,5,364,12/31/2002,12/30/2003
CA95,Annual,2004,88,100,58,98,0.69,0.053,0.038,0.428,0.787,1.896,0.563,0.826,6.44,13.43,5.62,13.5,1.61,2971.7,7.68,56,7,5,364,12/30/2003,12/28/2004
CA95,Annual,2005,42,42,100,94,0.034,0.006,0.005,0.054,0.204,0.52,0.083,0.212,5.64,3.65,-9,-9,1.21,6427.6,10.02,0,6,0,371,12/28/2004,5/31/2005
CA96,Annual,2000,54,56,97,102,0.031,0.006,0.011,0.042,0.094,0.581,0.065,0.253,5.09,5.44,4.95,6.8,1.06,15254.1,22.67,97,14,14,364,6/13/2000,1/2/2001
CA96,Annual,2001,85,100,68,98,0.04,0.007,0.007,0.023,0.051,0.291,0.041,0.155,5.34,3.38,5.22,3.8,1.23,33300.1,73.37,68,22,22,365,1/2/2001,1/2/2002
CA96,Annual,2002,82,100,60,93,0.018,0.004,0.003,0.028,0.061,0.289,0.054,0.107,5.36,3.34,5.19,3.9,1.22,32897.4,85.45,60,16,16,363,1/2/2002,12/31/2002
CA96,Annual,2003,92,100,88,90,0.025,0.003,0.004,0.021,0.061,0.231,0.042,0.12,5.36,3.06,5.14,3.6,1.39,60119.5,112.31,79,28,26,364,12/31/2002,12/30/2003
CA96,Annual,2004,87,100,77,95,0.026,0.004,0.005,0.026,0.045,0.22,0.052,0.141,5.35,3.18,5.14,3.6,1.24,39829,79.98,77,27,26,364,12/30/2003,12/28/2004
CA96,Annual,2005,65,100,38,84,0.024,0.004,0.005,0.02,0.038,0.2,0.041,0.158,5.32,3.26,-9,-9,1.23,27246.7,124.88,0,19,0,365,12/28/2004,12/28/2005
CA96,Annual,2006,88,100,91,88,0.026,0.004,0.005,0.027,0.039,0.183,0.048,0.117,5.38,2.74,-9,-9,1.37,65252.5,117.71,0,25,0,370,12/28/2005,1/2/2007
CA96,Annual,2007,90,100,77,87,0.031,0.006,0.007,0.034,0.052,0.225,0.061,0.156,5.33,3.21,-9,-9,1.3,32429.5,70.74,0,25,0,363,1/2/2007,12/31/2007
CA96,Annual,2008,80,100,83,70,0.027,0.004,0.008,0.033,0.071,0.203,0.057,0.129,5.48,2.81,-9,-9,1.39,32013.3,81.35,0,18,0,365,12/31/2007,12/30/2008
CA96,Annual,2009,85,100,66,78,0.025,0.004,0.004,0.021,0.034,0.2,0.043,0.122,5.33,2.94,-9,-9,1.32,34658.6,99.75,0,25,0,364,12/30/2008,12/29/2009
CA96,Annual,2010,83,98,92,79,0.022,0.005,0.005,0.037,0.05,0.184,0.066,0.135,5.33,2.89,-9,-9,1.4,69368.1,139.03,0,32,0,364,12/29/2009,12/28/2010
CA98,Annual,1983,37,42,83,88,0.023,0.009,0.006,0.036,0.014,0.164,0.079,0.33,5.46,2.64,-9,-9,0.67,10507,21.39,0,7,0,154,8/2/1983,1/3/1984
CA98,Annual,1984,94,100,80,88,0.184,0.05,0.037,0.158,0.223,1.164,0.207,0.892,4.97,9.52,-9,-9,1.02,12736,26.76,0,24,0,365,1/3/1984,1/2/1985
CA98,Annual,1985,100,100,100,95,0.118,0.033,0.023,0.133,0.156,0.984,0.2,0.468,5.07,7.45,-9,-9,1.03,12352.5,19.26,0,26,0,363,1/2/1985,12/31/1985
CA98,Annual,1986,92,100,52,95,0.061,0.016,0.053,0.089,0.056,0.372,0.159,0.25,5.38,4.19,-9,-9,1.07,11160.2,33.49,0,15,0,364,12/31/1985,12/30/1986
CA98,Annual,1987,93,100,89,89,0.098,0.018,0.013,0.074,0.177,0.923,0.126,0.532,5.08,7.11,4.49,16.4,0.95,22619.2,42.18,26,23,7,371,12/30/1986,1/5/1988
CA98,Annual,1988,94,96,99,98,0.081,0.018,0.02,0.136,0.069,0.534,0.218,0.366,5.16,5.74,5.12,6.2,1.01,14090.4,21.5,48,17,8,364,1/5/1988,1/3/1989
CA98,Annual,1989,90,100,91,91,0.095,0.016,0.024,0.105,0.144,0.521,0.128,0.37,5.66,4.39,5.09,10.2,1.09,7288.2,13,82,13,7,364,1/3/1989,1/2/1990
CA98,Annual,1990,94,100,95,79,0.099,0.022,0.027,0.143,0.151,0.599,0.245,0.374,5.65,5.18,4.91,8.4,1,8148.4,14.06,47,17,9,363,1/2/1990,12/31/1990
CA98,Annual,1991,80,100,57,92,0.034,0.009,0.008,0.075,0.051,0.278,0.112,0.167,5.33,3.42,5.09,4.6,1.21,7646.3,42.22,49,15,5,365,12/31/1990,12/31/1991
CA98,Annual,1992,89,100,73,101,0.051,0.007,0.015,0.054,0.078,0.459,0.08,0.26,5.35,4.14,5.15,5.5,0.97,26312.5,55.87,72,19,15,371,12/31/1991,1/5/1993
CA98,Annual,1993,94,100,98,97,0.016,0.012,0.019,0.101,0.02,0.158,0.173,0.14,5.55,2.65,5.3,3.7,1.03,20872,54.09,86,14,10,364,1/5/1993,1/4/1994
CA98,Annual,1994,64,85,52,100,0.039,0.008,0.028,0.059,0.173,0.706,0.091,0.325,5.08,5.86,5.21,5.6,1.15,8394.8,23.89,36,12,6,371,1/4/1994,1/10/1995
CA98,Annual,1995,81,94,93,99,0.018,0.005,0.002,0.042,0.038,0.199,0.064,0.154,5.25,3.2,5.24,3.3,1.33,21360.6,34.26,58,9,5,364,1/10/1995,1/9/1996
CA98,Annual,1996,0,4,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,1.23,0,0,0,357,1/9/1996,1/23/1996
CA99,Annual,1981,0,6,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-20,0,14.48,0,0,0,21,12/8/1981,12/29/1981
CA99,Annual,1982,83,100,71,94,0.031,0.015,0.011,0.085,0.056,0.2,0.157,0.205,5.38,4.41,-9,-9,1.17,93310.5,212.42,0,26,0,371,12/29/1981,1/4/1983
CA99,Annual,1983,94,100,90,99,0.042,0.016,0.016,0.088,0.087,0.308,0.161,0.271,5.47,3.89,-9,-9,1.05,134786.3,232.18,0,34,0,364,1/4/1983,1/3/1984
CA99,Annual,1984,90,100,88,102,0.088,0.024,0.017,0.1,0.109,0.457,0.142,0.433,5.48,4.32,-9,-9,1.01,50350.5,82.69,0,26,0,365,1/3/1984,1/2/1985
CA99,Annual,1985,85,100,59,91,0.046,0.018,0.014,0.081,0.128,0.52,0.137,0.3,5.34,4.43,-9,-9,1.04,33563.7,90.64,0,21,0,370,1/2/1985,1/7/1986
CA99,Annual,1986,78,100,12,101,0.083,0.034,0.026,0.213,0.237,0.987,0.341,0.552,5.27,7.46,-9,-9,0.95,9486.7,113.02,0,9,0,357,1/7/1986,12/30/1986
CA99,Annual,1987,42,47,63,102,0.046,0.012,0.013,0.079,0.116,0.498,0.132,0.262,5.3,4.39,4.96,6.1,1.08,31308.6,73.12,26,19,10,371,12/30/1986,1/5/1988
CA99,Annual,1988,86,98,73,97,0.07,0.013,0.011,0.069,0.066,0.436,0.105,0.283,5.42,4.16,5.02,5.4,0.96,31875,66.9,62,13,11,364,1/5/1988,1/3/1989
CA99,Annual,1989,90,100,84,84,0.063,0.014,0.021,0.088,0.336,1.026,0.115,0.438,5.46,6.01,4.96,8.2,1.06,45911.2,92.95,75,23,16,364,1/3/1989,1/2/1990
CA99,Annual,1990,81,100,57,81,0.043,0.012,0.015,0.065,0.266,0.779,0.113,0.333,5.47,5.24,4.96,7.2,1.08,14056.8,59.86,24,18,6,363,1/2/1990,12/31/1990
CA99,Annual,1991,85,100,84,86,0.049,0.013,0.008,0.101,0.085,0.42,0.141,0.251,5.39,4.41,5.07,4.8,1.06,30842.9,98.38,78,18,13,365,12/31/1990,12/31/1991
CA99,Annual,1992,92,100,91,101,0.023,0.007,0.007,0.05,0.105,0.379,0.078,0.167,5.46,3.23,5.28,3.9,1.13,49027.2,92.2,67,23,16,364,12/31/1991,12/29/1992
CA99,Annual,1993,83,100,46,100,0.059,0.013,0.012,0.071,0.273,0.76,0.1,0.351,5.57,4.75,5.31,5.6,1.13,30039.1,115.99,46,20,17,371,12/29/1992,1/4/1994
CA99,Annual,1994,90,100,79,98,0.026,0.011,0.01,0.084,0.125,0.483,0.144,0.215,5.23,4.45,5.19,4.6,1.16,43206.5,82.15,79,26,25,364,1/4/1994,1/3/1995
CA99,Annual,1995,88,99,89,88,0.02,0.007,0.007,0.055,0.084,0.245,0.097,0.13,5.4,3.15,5.33,3,1.36,103441.5,188.45,87,23,19,371,1/3/1995,1/9/1996
CA99,Annual,1996,86,100,85,100,0.027,0.009,0.009,0.083,0.047,0.174,0.122,0.111,5.47,2.8,5.46,2.8,1.39,107155.5,185.42,53,24,16,357,1/9/1996,12/31/1996
CA99,Annual,1997,96,100,97,96,0.025,0.008,0.008,0.062,0.078,0.35,0.1,0.135,5.34,3.48,5.21,5.3,1.22,44586.3,69.09,29,24,12,364,12/31/1996,12/30/1997
CA99,Annual,1998,87,98,89,96,0.029,0.009,0.012,0.053,0.193,0.594,0.092,0.219,5.36,4.37,5.23,4.6,1.19,95424.1,174.79,82,33,26,364,12/30/1997,12/29/1998
CA99,Annual,1999,94,100,100,86,0.041,0.009,0.013,0.048,0.165,0.464,0.082,0.172,5.51,3.54,5.46,3.5,1.31,60725.1,98.41,74,22,13,364,12/29/1998,12/28/1999
CA99,Annual,2000,91,100,96,94,0.027,0.008,0.008,0.049,0.106,0.314,0.082,0.167,5.45,3.31,5.34,3.3,1.27,83110.4,134.7,96,21,19,371,12/28/1999,1/2/2001
CA99,Annual,2001,100,100,100,89,0.046,0.011,0.012,0.083,0.137,0.394,0.142,0.203,5.43,4.08,5.38,4.4,1.26,66407.2,108.83,51,24,12,365,1/2/2001,1/2/2002
CA99,Annual,2002,94,100,96,93,0.043,0.015,0.011,0.126,0.146,0.379,0.217,0.198,5.47,4.22,5.25,4.2,1.26,57516.5,94.8,87,17,14,363,1/2/2002,12/31/2002
CA99,Annual,2003,98,100,100,100,0.048,0.011,0.013,0.062,0.234,0.524,0.106,0.235,5.57,4.25,5.26,4.9,1.35,73581.8,108.16,61,29,16,364,12/31/2002,12/30/2003
CA99,Annual,2004,96,100,91,95,0.031,0.008,0.01,0.067,0.139,0.321,0.116,0.189,5.51,3.49,5.53,3.8,1.31,54224.8,91.6,85,23,19,364,12/30/2003,12/28/2004
CA99,Annual,2005,87,100,71,96,0.026,0.007,0.008,0.058,0.095,0.277,0.107,0.169,5.42,3.52,-9,-9,1.24,90603.6,195.28,0,28,0,371,12/28/2004,1/3/2006
CA99,Annual,2006,87,100,63,95,0.044,0.009,0.012,0.065,0.17,0.377,0.109,0.209,5.53,3.7,-9,-9,1.36,50080.7,122.73,0,22,0,364,1/3/2006,1/2/2007
CA99,Annual,2007,92,100,88,96,0.029,0.006,0.011,0.036,0.166,0.306,0.064,0.157,5.56,3.24,-9,-9,1.57,37761.5,65.57,0,18,0,363,1/2/2007,12/31/2007
CA99,Annual,2008,86,100,54,91,0.107,0.011,0.016,0.072,0.078,0.307,0.092,0.213,5.62,3.48,-9,-9,1.38,34382.6,99.58,0,12,0,365,12/31/2007,12/30/2008
CA99,Annual,2009,87,100,73,100,0.035,0.006,0.01,0.045,0.11,0.204,0.064,0.177,5.51,2.88,-9,-9,1.55,59622.1,120.84,0,19,0,363,12/30/2008,12/28/2009
CA99,Annual,2010,95,100,94,92,0.029,0.009,0.01,0.072,0.141,0.274,0.128,0.162,5.53,3.34,-9,-9,1.43,94777.9,173.54,0,32,0,365,12/28/2009,12/28/2010
CO00,Annual,1980,67,69,95,90,0.315,0.03,0.033,0.373,0.377,0.927,0.186,1.333,5.68,8.81,-9,-9,1.21,4808.4,10.79,0,12,0,252,4/22/1980,12/30/1980
CO00,Annual,1981,98,100,99,93,0.414,0.082,0.05,0.277,0.411,1.029,0.166,1.813,5.24,13.38,-9,-9,1.17,13528.1,22.7,0,31,0,364,12/30/1980,12/29/1981
CO00,Annual,1982,79,81,80,82,0.364,0.064,0.049,0.24,0.434,0.895,0.154,1.511,5.59,9.91,-9,-9,1.23,5542.5,12.51,0,24,0,371,12/29/1981,1/4/1983
CO00,Annual,1983,85,100,69,85,0.375,0.053,0.082,0.201,0.51,1.153,0.183,1.391,5.58,10.04,-9,-9,1.23,7094.3,18.49,0,28,0,364,1/4/1983,1/3/1984
CO00,Annual,1984,81,100,68,95,0.409,0.078,0.05,0.226,0.222,0.77,0.167,1.142,5.49,8.64,-9,-9,1.31,7830.2,18.04,0,25,0,365,1/3/1984,1/2/1985
CO00,Annual,1985,91,100,94,94,0.198,0.029,0.028,0.089,0.186,0.554,0.099,0.749,5.29,6.62,-9,-9,1.18,14994.3,25.06,0,28,0,363,1/2/1985,12/31/1985
CO00,Annual,1986,100,100,99,92,0.234,0.027,0.034,0.172,0.21,0.664,0.104,1.09,5.28,8.76,-9,-9,1.08,12357.6,20.09,0,34,0,364,12/31/1985,12/30/1986
CO00,Annual,1987,96,100,91,72,0.19,0.021,0.033,0.145,0.217,0.706,0.117,0.749,5.42,6.69,5.02,10.1,1.13,7458.1,16.87,43,30,10,364,12/30/1986,12/29/1987
CO00,Annual,1988,94,100,96,84,0.271,0.026,0.031,0.181,0.116,0.656,0.114,0.987,5.49,7.95,4.74,12,0.99,7304.8,13.83,6,27,1,371,12/29/1987,1/3/1989
CO00,Annual,1989,96,100,94,83,0.389,0.035,0.051,0.165,0.472,1.212,0.135,1.19,5.6,9.83,-9,-9,1.24,5819.2,11.1,0,22,0,364,1/3/1989,1/2/1990
CO00,Annual,1990,94,100,98,85,0.224,0.026,0.026,0.165,0.268,0.68,0.12,0.857,5.5,6.76,5.27,5.2,1.22,16349.4,28.79,6,28,2,364,1/2/1990,1/1/1991
CO00,Annual,1991,92,100,96,77,0.479,0.036,0.044,0.255,0.194,0.775,0.135,1.1,5.35,9.75,-9,-9,1.39,9448.6,18.9,0,30,0,364,1/1/1991,12/31/1991
CO00,Annual,1992,87,100,99,97,0.126,0.01,0.022,0.098,0.284,0.586,0.081,0.524,5.7,5.44,-9,-9,1.31,14821.3,22.94,0,30,0,365,12/31/1991,12/30/1992
CO00,Annual,1993,96,100,99,96,0.122,0.013,0.022,0.093,0.263,0.694,0.082,0.609,5.56,5.89,4.94,8.7,1.11,15909.2,24.61,59,30,15,370,12/30/1992,1/4/1994
CO00,Annual,1994,100,100,100,94,0.205,0.018,0.038,0.121,0.239,0.738,0.082,0.725,5.25,6.94,5.01,8.5,1.26,11396.1,18.14,95,30,23,364,1/4/1994,1/3/1995
CO00,Annual,1995,94,100,99,91,0.296,0.025,0.035,0.139,0.301,0.855,0.092,0.805,5.26,8.28,4.97,8.8,1.39,11161.8,18.16,98,24,22,364,1/3/1995,1/2/1996
CO00,Annual,1996,92,100,97,95,0.232,0.021,0.04,0.133,0.441,1.009,0.124,0.808,5.45,8.08,5.13,10.6,1.31,8465.5,13.25,85,18,15,364,1/2/1996,12/31/1996
CO00,Annual,1997,96,100,99,94,0.186,0.013,0.027,0.145,0.247,0.822,0.091,0.62,5.24,7.09,5.02,8.7,1.28,11324.8,17.77,71,31,21,364,12/31/1996,12/30/1997
CO00,Annual,1998,96,100,99,97,0.174,0.014,0.032,0.121,0.264,0.803,0.068,0.771,5.23,7.3,4.91,9.5,1.18,10888.6,16.59,36,24,11,364,12/30/1997,12/29/1998
CO00,Annual,1999,98,100,100,99,0.202,0.014,0.021,0.073,0.273,0.768,0.06,0.55,5.39,6.21,5.34,5.9,1.34,12355.9,18.44,83,24,15,364,12/29/1998,12/28/1999
CO00,Annual,2000,86,93,91,78,0.243,0.02,0.071,0.083,0.355,1.252,0.117,0.83,5.13,9.53,4.75,12.4,1.14,6849.6,13.79,51,22,11,367,12/28/1999,12/5/2000
CO00,Annual,2001,74,96,64,56,0.265,0.021,0.027,0.112,0.382,1.116,0.081,0.816,5.3,8.47,4.84,10.1,1.25,9152.8,21.31,41,20,11,364,1/9/2001,1/1/2002
CO00,Annual,2002,96,100,95,70,0.188,0.013,0.023,0.094,0.358,0.973,0.054,0.56,5.43,7.13,5.23,8.1,1.34,5139.2,10.27,73,23,12,364,1/1/2002,12/31/2002
CO00,Annual,2003,94,100,92,94,0.219,0.016,0.032,0.108,0.391,0.832,0.056,0.63,5.7,6.53,5.26,7.3,1.47,9100.4,15.35,79,22,16,364,12/31/2002,12/30/2003
CO00,Annual,2004,92,100,94,93,0.213,0.015,0.024,0.1,0.402,1.044,0.063,0.654,5.52,7.46,5.25,7.1,1.31,7097.4,11.85,59,23,14,364,12/30/2003,12/28/2004
CO00,Annual,2005,98,100,99,94,0.128,0.01,0.019,0.11,0.258,0.662,0.042,0.598,5.46,5.7,-9,-9,1.24,11033,17.12,0,31,0,371,12/28/2004,1/3/2006
CO00,Annual,2006,94,100,99,106,0.198,0.015,0.033,0.068,0.447,0.831,0.062,0.538,5.61,6.58,-9,-9,1.6,11477.3,16.13,0,28,0,364,1/3/2006,1/2/2007
CO00,Annual,2007,98,100,97,97,0.244,0.02,0.037,0.082,0.341,0.793,0.066,0.658,5.37,6.72,-9,-9,1.46,13791.4,21.52,0,32,0,364,1/2/2007,1/1/2008
CO00,Annual,2008,96,99,83,104,0.412,0.026,0.031,0.132,0.201,0.776,0.079,0.591,5.4,6.95,-9,-9,1.64,5887.6,9.98,0,27,0,366,1/1/2008,12/30/2008
CO00,Annual,2009,96,100,99,104,0.2,0.017,0.022,0.081,0.32,0.678,0.059,0.518,5.64,5.51,-9,-9,1.52,9856.4,14.24,0,26,0,364,12/30/2008,12/29/2009
CO00,Annual,2010,100,100,100,109,0.338,0.02,0.02,0.081,0.292,0.69,0.054,0.475,5.46,6.38,-9,-9,1.87,7044.5,9.92,0,26,0,364,12/29/2009,12/28/2010
CO01,Annual,1983,19,25,40,99,0.283,0.07,0.083,0.206,0.12,1.002,0.174,0.953,5.75,5.24,-9,-9,0.96,511.3,1.92,0,5,0,91,10/4/1983,1/3/1984
CO01,Annual,1984,66,100,42,72,0.722,0.08,0.099,0.149,0.415,1.494,0.21,1.279,5.8,10.94,-9,-9,1.34,6754.9,33.49,0,16,0,365,1/3/1984,1/2/1985
CO01,Annual,1985,87,100,77,90,0.399,0.046,0.085,0.09,0.399,1.251,0.179,1.054,5.55,9.63,-9,-9,1.16,16467.9,34.92,0,29,0,363,1/2/1985,12/31/1985
CO01,Annual,1986,96,100,84,94,0.311,0.029,0.037,0.088,0.261,0.878,0.081,0.82,5.66,7.06,-9,-9,1.17,22188.4,41.44,0,37,0,364,12/31/1985,12/30/1986
CO01,Annual,1987,98,100,98,96,0.401,0.035,0.058,0.084,0.519,1.455,0.124,0.901,5.71,8.99,5.11,11.9,1.28,19398.6,30.57,63,33,16,364,12/30/1986,12/29/1987
CO01,Annual,1988,96,100,95,85,0.576,0.045,0.054,0.13,0.269,1.371,0.172,1.195,5.56,10.25,5.22,9.3,1.1,10060.5,18.13,66,29,15,371,12/29/1987,1/3/1989
CO01,Annual,1989,96,100,84,96,0.438,0.037,0.049,0.109,0.475,1.2,0.142,1.048,5.69,9.08,5.27,9.3,1.31,18578.5,34.01,69,28,18,364,1/3/1989,1/2/1990
CO01,Annual,1990,90,100,93,97,0.25,0.022,0.054,0.067,0.488,1.07,0.138,0.783,5.69,7.34,5.17,8.8,1.27,25034.6,40.94,76,29,23,365,1/2/1990,1/2/1991
CO01,Annual,1991,91,100,89,97,0.36,0.03,0.061,0.083,0.453,1.243,0.124,0.863,5.68,8.26,5.22,8.7,1.27,21461.6,36.98,88,30,27,363,1/2/1991,12/31/1991
CO01,Annual,1992,94,100,95,98,0.24,0.021,0.04,0.07,0.577,1.202,0.097,0.924,5.92,8.33,5.18,8.6,1.23,21132.3,33.42,92,31,23,364,12/31/1991,12/29/1992
CO01,Annual,1993,96,100,99,96,0.299,0.029,0.038,0.095,0.458,1.236,0.098,0.901,5.72,8.19,5.18,8.4,1.2,16567,25.5,97,35,26,371,12/29/1992,1/4/1994
CO01,Annual,1994,87,100,92,98,0.322,0.028,0.055,0.073,0.558,1.326,0.098,0.853,5.62,8.61,5.36,8.6,1.34,21500.8,34.97,90,32,24,364,1/4/1994,1/3/1995
CO01,Annual,1995,90,100,81,100,0.352,0.029,0.036,0.079,0.476,1.169,0.086,0.786,5.57,8,5.36,7.9,1.42,25302.7,46.27,79,28,24,365,1/3/1995,1/3/1996
CO01,Annual,1996,96,100,100,98,0.328,0.03,0.037,0.097,0.405,1.038,0.117,0.759,5.68,7.49,5.29,8.2,1.35,26194.7,39.46,95,28,20,363,1/3/1996,12/31/1996
CO01,Annual,1997,96,100,98,93,0.287,0.023,0.048,0.052,0.476,1.183,0.084,0.704,5.66,7.57,5.5,7.8,1.34,22333,35.97,94,38,27,364,12/31/1996,12/30/1997
CO01,Annual,1998,90,98,89,98,0.305,0.024,0.043,0.037,0.465,1.151,0.072,0.641,5.56,7.56,5.3,7.6,1.43,22487.2,38.1,84,25,18,364,12/30/1997,12/29/1998
CO01,Annual,1999,83,100,85,99,0.269,0.023,0.036,0.038,0.463,1.08,0.065,0.741,5.51,7.67,5.24,8.3,1.35,26889,47.04,79,24,20,364,12/29/1998,12/28/1999
CO01,Annual,2000,90,100,86,98,0.445,0.032,0.043,0.058,0.568,1.283,0.078,0.852,5.8,9.02,5.6,9.5,1.51,13377.7,23.85,83,27,22,371,12/28/1999,1/2/2001
CO01,Annual,2001,92,100,94,98,0.27,0.022,0.035,0.045,0.489,1.202,0.062,0.647,5.74,7.54,5.66,7.7,1.36,20367,32.46,93,27,23,365,1/2/2001,1/2/2002
CO01,Annual,2002,90,100,96,100,0.285,0.02,0.031,0.034,0.471,1.115,0.051,0.522,5.77,7.69,5.37,7.8,1.52,12000.8,18.42,94,23,20,363,1/2/2002,12/31/2002
CO01,Annual,2003,79,100,79,103,0.418,0.028,0.039,0.032,0.745,1.484,0.066,0.927,5.88,9.92,5.43,10.2,1.51,11691.4,21.25,77,23,18,364,12/31/2002,12/30/2003
